trade_id,user_id,market_id,contract_type,price,quantity,timestamp
900,31,6,NO,0.81,18,2025-11-19T13:42:03.593593
901,83,10,NO,0.46,24,2025-11-16T14:24:03.593593
902,12,10,YES,0.1,11,2025-11-18T09:41:03.593593
903,198,6,NO,0.49,10,2025-11-18T15:26:03.593593
904,272,2,NO,0.74,6,2025-11-16T21:15:03.593593
905,174,8,NO,0.23,5,2025-11-17T20:51:03.593593
906,193,4,NO,0.22,15,2025-11-17T05:52:03.593593
907,143,4,NO,0.22,16,2025-11-17T15:10:03.593593
908,239,5,NO,0.48,6,2025-11-19T03:27:03.593593
909,140,5,NO,0.17,21,2025-11-18T02:44:03.593593
910,101,9,NO,0.08,16,2025-11-17T12:51:03.593593
911,195,4,NO,0.76,8,2025-11-17T06:37:03.593593
912,81,6,YES,0.9,3,2025-11-16T23:01:03.593593
913,86,3,NO,0.68,14,2025-11-19T07:26:03.593593
914,87,7,NO,0.66,19,2025-11-19T01:58:03.593593
915,217,3,NO,0.95,5,2025-11-19T09:09:03.593593
916,124,1,YES,0.46,17,2025-11-19T02:19:03.593593
917,79,2,YES,0.89,8,2025-11-18T23:24:03.593593
918,183,1,NO,0.56,1,2025-11-19T03:17:03.593593
919,174,8,NO,0.85,6,2025-11-18T00:00:03.593593
920,216,6,NO,0.51,4,2025-11-17T04:49:03.593593
921,224,9,NO,0.19,25,2025-11-16T15:16:03.593593
922,130,10,NO,0.74,14,2025-11-16T14:24:03.593593
923,53,3,YES,0.6,14,2025-11-18T07:49:03.593593
924,260,2,YES,0.14,1,2025-11-19T04:52:03.593593
925,185,8,NO,0.88,7,2025-11-18T18:56:03.593593
926,206,10,YES,0.58,13,2025-11-19T06:20:03.593593
927,261,6,YES,0.93,24,2025-11-19T13:08:03.593593
928,152,9,NO,0.21,19,2025-11-19T11:28:03.593593
929,72,9,NO,0.5,4,2025-11-17T17:53:03.593593
930,221,8,YES,0.67,16,2025-11-18T01:52:03.593593
931,229,8,YES,0.74,5,2025-11-18T04:28:03.593593
932,254,5,NO,0.76,4,2025-11-17T19:26:03.593593
933,267,6,YES,0.37,14,2025-11-18T23:53:03.593593
934,26,7,YES,0.7,1,2025-11-18T07:38:03.593593
935,79,4,YES,0.19,5,2025-11-17T11:52:03.593593
936,137,6,NO,0.64,23,2025-11-17T00:13:03.593593
937,202,7,NO,0.54,24,2025-11-17T11:25:03.593593
938,38,5,YES,0.73,6,2025-11-18T08:28:03.593593
939,37,3,NO,0.26,7,2025-11-18T06:54:03.593593
940,210,3,NO,0.83,15,2025-11-18T18:14:03.593593
941,230,3,YES,0.51,15,2025-11-17T15:45:03.593593
942,129,8,NO,0.18,9,2025-11-19T12:40:03.593593
943,64,7,YES,0.05,19,2025-11-16T23:16:03.593593
944,157,5,NO,0.61,2,2025-11-16T23:20:03.593593
945,227,10,YES,0.06,25,2025-11-17T09:25:03.593593
946,213,4,YES,0.16,5,2025-11-18T20:12:03.593593
947,252,10,NO,0.24,5,2025-11-16T20:14:03.593593
948,102,2,NO,0.86,11,2025-11-18T18:15:03.593593
949,158,5,NO,0.49,22,2025-11-18T11:31:03.593593
950,46,1,NO,0.16,3,2025-11-16T16:03:03.593593
951,56,3,YES,0.74,7,2025-11-18T13:53:03.593593
952,181,2,YES,0.94,7,2025-11-17T22:25:03.593593
953,89,5,YES,0.38,9,2025-11-17T01:49:03.593593
954,49,3,YES,0.14,9,2025-11-17T09:32:03.593593
955,1,9,YES,0.61,18,2025-11-18T11:29:03.593593
956,183,5,NO,0.88,12,2025-11-18T08:41:03.593593
957,289,2,NO,0.87,3,2025-11-17T05:20:03.593593
958,64,5,YES,0.56,22,2025-11-18T15:40:03.593593
959,106,8,YES,0.51,4,2025-11-17T14:53:03.593593
960,276,10,YES,0.54,11,2025-11-17T21:09:03.593593
961,268,6,NO,0.81,21,2025-11-18T02:12:03.593593
962,77,8,YES,0.22,5,2025-11-18T07:59:03.593593
963,270,9,NO,0.24,16,2025-11-18T12:11:03.593593
964,100,1,NO,0.64,24,2025-11-18T15:56:03.593593
965,70,10,NO,0.58,21,2025-11-18T15:48:03.593593
966,61,7,NO,0.58,1,2025-11-19T03:03:03.593593
967,55,2,NO,0.19,20,2025-11-19T04:15:03.593593
968,289,4,NO,0.82,8,2025-11-17T11:45:03.593593
969,205,4,NO,0.64,11,2025-11-16T19:57:03.593593
970,105,1,YES,0.58,11,2025-11-18T04:49:03.593593
971,255,5,YES,0.33,22,2025-11-16T19:51:03.593593
972,40,2,NO,0.95,19,2025-11-17T20:45:03.593593
973,34,2,YES,0.35,14,2025-11-18T22:32:03.593593
974,38,10,YES,0.84,22,2025-11-19T04:12:03.593593
975,262,3,YES,0.16,10,2025-11-17T08:22:03.593593
976,273,4,YES,0.91,12,2025-11-18T00:27:03.593593
977,215,5,NO,0.14,13,2025-11-16T20:43:03.593593
978,173,2,YES,0.94,21,2025-11-18T22:51:03.593593
979,83,8,YES,0.27,16,2025-11-17T23:39:03.593593
980,69,4,YES,0.43,5,2025-11-17T17:19:03.593593
981,163,8,NO,0.56,19,2025-11-18T17:49:03.593593
982,200,3,NO,0.71,7,2025-11-18T21:17:03.593593
983,194,1,YES,0.73,25,2025-11-17T11:10:03.593593
984,150,6,NO,0.94,13,2025-11-18T21:43:03.593593
985,65,6,YES,0.05,22,2025-11-17T06:17:03.593593
986,172,9,NO,0.94,6,2025-11-17T09:52:03.593593
987,163,7,YES,0.45,24,2025-11-19T11:55:03.593593
988,38,10,YES,0.42,7,2025-11-19T09:59:03.593593
989,257,4,YES,0.11,24,2025-11-16T21:53:03.593593
990,280,9,YES,0.57,3,2025-11-17T15:03:03.593593
991,62,6,YES,0.09,20,2025-11-18T14:47:03.593593
992,131,7,NO,0.55,22,2025-11-17T23:47:03.593593
993,103,4,YES,0.73,6,2025-11-19T04:31:03.593593
994,266,2,NO,0.71,17,2025-11-18T19:51:03.593593
995,191,2,YES,0.65,20,2025-11-16T17:26:03.593593
996,154,1,YES,0.38,24,2025-11-19T08:48:03.593593
997,174,6,NO,0.41,23,2025-11-19T12:52:03.593593
998,9,3,YES,0.24,13,2025-11-17T23:51:03.593593
999,225,3,YES,0.54,4,2025-11-17T18:22:03.593593
1000,108,8,YES,0.7,12,2025-11-17T03:37:03.593593
1001,78,5,YES,0.31,12,2025-11-16T17:34:03.593593
1002,38,2,NO,0.74,8,2025-11-16T21:27:03.593593
1003,282,8,NO,0.07,24,2025-11-16T21:59:03.593593
1004,238,8,NO,0.69,25,2025-11-17T11:56:03.593593
1005,213,9,NO,0.94,8,2025-11-19T08:29:03.593593
1006,135,9,NO,0.72,22,2025-11-19T06:11:03.593593
1007,245,6,NO,0.88,10,2025-11-18T11:26:03.593593
1008,35,6,NO,0.65,18,2025-11-16T18:26:03.593593
1009,181,7,YES,0.9,18,2025-11-19T08:47:03.593593
1010,197,8,YES,0.4,15,2025-11-18T19:47:03.593593
1011,153,9,NO,0.88,14,2025-11-19T00:40:03.593593
1012,188,5,YES,0.45,24,2025-11-19T06:36:03.593593
1013,144,8,NO,0.23,6,2025-11-17T19:32:03.593593
1014,62,2,NO,0.71,11,2025-11-17T12:23:03.593593
1015,204,2,NO,0.38,17,2025-11-17T10:05:03.593593
1016,176,10,NO,0.49,25,2025-11-17T21:29:03.593593
1017,170,5,YES,0.86,20,2025-11-19T02:52:03.593593
1018,21,6,YES,0.41,25,2025-11-18T04:55:03.593593
1019,47,7,YES,0.47,19,2025-11-18T14:28:03.593593
1020,217,1,YES,0.72,22,2025-11-16T14:43:03.593593
1021,140,3,YES,0.57,22,2025-11-17T21:38:03.593593
1022,29,1,NO,0.32,14,2025-11-18T08:55:03.593593
1023,142,3,YES,0.18,15,2025-11-17T23:48:03.593593
1024,48,1,YES,0.43,20,2025-11-17T21:15:03.593593
1025,104,10,NO,0.73,18,2025-11-18T21:44:03.593593
1026,46,6,NO,0.45,18,2025-11-17T19:05:03.593593
1027,1,10,YES,0.52,9,2025-11-18T04:43:03.593593
1028,104,7,YES,0.26,19,2025-11-18T18:11:03.593593
1029,255,6,NO,0.73,3,2025-11-16T21:51:03.593593
1030,121,4,NO,0.6,11,2025-11-19T01:59:03.593593
1031,100,6,YES,0.23,17,2025-11-19T13:03:03.593593
1032,9,10,NO,0.1,20,2025-11-17T17:35:03.593593
1033,163,1,YES,0.68,20,2025-11-16T21:24:03.593593
1034,45,8,NO,0.29,16,2025-11-19T06:45:03.593593
1035,182,7,NO,0.28,16,2025-11-19T04:48:03.593593
1036,26,2,NO,0.11,19,2025-11-16T17:20:03.593593
1037,221,7,NO,0.64,12,2025-11-18T17:24:03.593593
1038,246,4,YES,0.47,7,2025-11-18T22:17:03.593593
1039,296,2,NO,0.14,13,2025-11-17T10:13:03.593593
1040,174,6,YES,0.69,18,2025-11-17T07:39:03.593593
1041,215,1,YES,0.85,5,2025-11-18T21:43:03.593593
1042,244,9,YES,0.24,13,2025-11-16T14:49:03.593593
1043,192,3,NO,0.34,10,2025-11-18T16:30:03.593593
1044,282,5,YES,0.7,16,2025-11-17T11:24:03.593593
1045,157,4,NO,0.51,1,2025-11-18T18:28:03.593593
1046,211,1,NO,0.87,12,2025-11-19T12:13:03.593593
1047,144,10,NO,0.71,5,2025-11-16T21:23:03.593593
1048,1,9,NO,0.41,11,2025-11-17T03:30:03.593593
1049,129,8,NO,0.63,9,2025-11-18T15:49:03.593593
1050,271,8,YES,0.09,12,2025-11-18T21:33:03.593593
1051,265,3,YES,0.28,24,2025-11-17T19:25:03.593593
1052,206,6,NO,0.66,23,2025-11-18T08:30:03.593593
1053,172,8,NO,0.31,15,2025-11-16T20:24:03.593593
1054,49,1,YES,0.64,13,2025-11-18T14:38:03.593593
1055,114,6,YES,0.3,2,2025-11-17T11:05:03.593593
1056,74,2,YES,0.51,19,2025-11-19T02:23:03.593593
1057,172,3,YES,0.25,1,2025-11-16T18:22:03.593593
1058,32,8,NO,0.29,22,2025-11-18T17:50:03.593593
1059,246,8,NO,0.1,16,2025-11-19T06:00:03.593593
1060,57,9,YES,0.13,3,2025-11-17T18:12:03.593593
1061,150,2,NO,0.3,13,2025-11-18T13:43:03.593593
1062,225,8,YES,0.73,18,2025-11-16T16:48:03.593593
1063,173,7,YES,0.23,20,2025-11-19T01:33:03.593593
1064,245,10,NO,0.8,8,2025-11-17T16:38:03.593593
1065,106,7,YES,0.08,9,2025-11-16T22:31:03.593593
1066,103,7,NO,0.7,19,2025-11-18T02:43:03.593593
1067,250,10,NO,0.23,14,2025-11-17T18:36:03.593593
1068,173,7,YES,0.62,17,2025-11-19T05:03:03.593593
1069,33,7,NO,0.4,1,2025-11-17T09:17:03.593593
1070,106,10,YES,0.22,15,2025-11-16T17:15:03.593593
1071,186,3,YES,0.72,23,2025-11-18T07:32:03.593593
1072,26,6,YES,0.37,1,2025-11-18T01:08:03.593593
1073,84,9,NO,0.18,22,2025-11-16T15:18:03.593593
1074,273,10,YES,0.84,13,2025-11-19T13:25:03.593593
1075,176,1,NO,0.86,22,2025-11-16T18:31:03.593593
1076,20,9,NO,0.76,22,2025-11-17T03:45:03.593593
1077,179,7,YES,0.1,21,2025-11-17T07:09:03.593593
1078,135,8,NO,0.73,25,2025-11-18T18:48:03.593593
1079,166,10,YES,0.66,12,2025-11-17T02:36:03.593593
1080,211,3,YES,0.69,19,2025-11-16T18:56:03.593593
1081,263,4,YES,0.72,17,2025-11-18T01:00:03.593593
1082,241,4,YES,0.34,7,2025-11-16T19:29:03.593593
1083,137,6,YES,0.44,13,2025-11-18T21:36:03.593593
1084,33,5,YES,0.7,14,2025-11-19T06:11:03.593593
1085,283,6,NO,0.19,5,2025-11-18T06:10:03.593593
1086,265,6,NO,0.5,5,2025-11-18T19:22:03.593593
1087,258,7,NO,0.09,13,2025-11-16T19:41:03.593593
1088,77,7,NO,0.13,9,2025-11-17T14:46:03.593593
1089,72,9,NO,0.19,2,2025-11-17T16:35:03.593593
1090,196,8,YES,0.92,8,2025-11-17T23:30:03.593593
1091,298,5,YES,0.95,23,2025-11-18T17:18:03.593593
1092,250,3,YES,0.92,16,2025-11-18T02:04:03.593593
1093,230,6,NO,0.23,14,2025-11-18T23:21:03.593593
1094,197,7,YES,0.34,11,2025-11-16T16:10:03.593593
1095,255,6,YES,0.65,5,2025-11-17T21:04:03.593593
1096,136,6,YES,0.45,2,2025-11-19T03:43:03.593593
1097,148,8,YES,0.69,8,2025-11-18T15:23:03.593593
1098,35,8,NO,0.19,23,2025-11-16T23:35:03.593593
1099,64,2,NO,0.32,25,2025-11-17T09:13:03.593593
1100,98,10,NO,0.88,15,2025-11-17T00:38:03.593593
1101,235,5,YES,0.6,11,2025-11-16T19:03:03.593593
1102,154,3,YES,0.58,15,2025-11-17T12:21:03.593593
1103,239,10,NO,0.62,2,2025-11-17T06:59:03.593593
1104,152,4,YES,0.45,3,2025-11-16T16:14:03.593593
1105,169,3,NO,0.26,21,2025-11-18T17:32:03.593593
1106,174,10,NO,0.23,16,2025-11-19T13:15:03.593593
1107,292,7,NO,0.91,2,2025-11-17T21:34:03.593593
1108,197,8,NO,0.8,7,2025-11-16T19:37:03.593593
1109,171,10,NO,0.28,12,2025-11-17T06:05:03.593593
1110,185,10,NO,0.44,12,2025-11-17T09:06:03.593593
1111,58,6,NO,0.66,19,2025-11-17T11:45:03.593593
1112,83,9,YES,0.57,14,2025-11-17T20:35:03.593593
1113,183,2,NO,0.17,5,2025-11-17T09:29:03.593593
1114,189,5,YES,0.87,4,2025-11-19T12:27:03.593593
1115,185,1,NO,0.22,2,2025-11-16T22:48:03.593593
1116,62,9,YES,0.47,10,2025-11-16T20:14:03.593593
1117,211,8,YES,0.69,25,2025-11-19T01:28:03.593593
1118,10,7,YES,0.89,20,2025-11-19T01:16:03.593593
1119,188,10,YES,0.56,6,2025-11-18T11:25:03.593593
1120,16,1,YES,0.47,5,2025-11-16T16:41:03.593593
1121,20,8,YES,0.71,13,2025-11-19T05:07:03.593593
1122,270,2,NO,0.64,19,2025-11-16T16:55:03.593593
1123,261,8,NO,0.06,18,2025-11-18T07:55:03.593593
1124,220,1,YES,0.08,7,2025-11-17T11:23:03.593593
1125,104,8,NO,0.67,18,2025-11-16T23:16:03.593593
1126,162,5,YES,0.07,11,2025-11-17T08:11:03.593593
1127,18,10,NO,0.15,16,2025-11-17T18:46:03.593593
1128,262,4,YES,0.82,6,2025-11-19T00:35:03.593593
1129,103,1,NO,0.26,16,2025-11-17T15:25:03.593593
1130,7,7,NO,0.65,14,2025-11-16T23:46:03.593593
1131,97,4,YES,0.79,6,2025-11-17T23:16:03.593593
1132,104,9,YES,0.55,4,2025-11-17T16:15:03.593593
1133,133,10,YES,0.14,7,2025-11-17T02:05:03.593593
1134,63,3,YES,0.79,12,2025-11-18T09:29:03.593593
1135,273,1,YES,0.51,20,2025-11-17T12:51:03.593593
1136,124,8,YES,0.49,20,2025-11-17T09:57:03.593593
1137,14,7,NO,0.23,20,2025-11-19T04:35:03.593593
1138,125,9,NO,0.91,4,2025-11-18T15:57:03.593593
1139,278,4,NO,0.53,4,2025-11-19T08:57:03.593593
1140,10,8,YES,0.53,12,2025-11-16T22:51:03.593593
1141,213,5,NO,0.18,14,2025-11-19T03:48:03.593593
1142,31,4,NO,0.51,13,2025-11-17T16:12:03.593593
1143,82,1,YES,0.06,5,2025-11-16T17:16:03.593593
1144,128,9,NO,0.08,22,2025-11-19T10:03:03.593593
1145,213,6,NO,0.56,22,2025-11-18T01:49:03.593593
1146,14,5,YES,0.29,14,2025-11-18T01:55:03.593593
1147,18,6,NO,0.44,25,2025-11-18T00:14:03.593593
1148,68,5,NO,0.93,19,2025-11-17T01:05:03.593593
1149,207,8,YES,0.2,15,2025-11-17T23:03:03.593593
1150,2,9,YES,0.36,6,2025-11-18T14:44:03.593593
1151,1,1,NO,0.46,4,2025-11-16T17:25:03.593593
1152,291,7,YES,0.78,13,2025-11-17T17:29:03.593593
1153,48,6,NO,0.84,19,2025-11-18T13:27:03.593593
1154,168,8,YES,0.16,12,2025-11-18T14:49:03.593593
1155,100,7,NO,0.74,18,2025-11-17T21:55:03.593593
1156,31,8,YES,0.46,18,2025-11-19T11:07:03.593593
1157,154,8,YES,0.87,12,2025-11-18T19:02:03.593593
1158,157,2,NO,0.94,18,2025-11-18T22:41:03.593593
1159,117,5,NO,0.06,17,2025-11-18T09:59:03.593593
1160,49,10,YES,0.63,24,2025-11-18T09:55:03.593593
1161,71,9,YES,0.28,24,2025-11-18T10:03:03.593593
1162,109,10,NO,0.31,12,2025-11-17T19:29:03.593593
1163,172,8,YES,0.28,18,2025-11-16T19:47:03.593593
1164,14,7,YES,0.88,21,2025-11-19T08:04:03.593593
1165,70,2,NO,0.72,4,2025-11-16T21:09:03.593593
1166,119,1,NO,0.21,20,2025-11-17T13:40:03.593593
1167,209,2,NO,0.76,25,2025-11-18T06:17:03.593593
1168,3,4,YES,0.55,10,2025-11-16T19:53:03.593593
1169,120,7,YES,0.45,15,2025-11-16T16:56:03.593593
1170,121,3,YES,0.4,21,2025-11-17T06:58:03.593593
1171,226,6,NO,0.13,18,2025-11-18T19:44:03.593593
1172,6,2,YES,0.18,15,2025-11-17T23:05:03.593593
1173,266,4,NO,0.15,21,2025-11-16T19:51:03.593593
1174,39,6,NO,0.2,24,2025-11-18T15:23:03.593593
1175,100,9,NO,0.49,24,2025-11-17T23:56:03.593593
1176,188,4,NO,0.34,3,2025-11-19T05:22:03.593593
1177,136,1,YES,0.47,6,2025-11-16T22:31:03.593593
1178,54,8,YES,0.68,22,2025-11-17T10:44:03.593593
1179,74,9,YES,0.27,17,2025-11-18T20:18:03.593593
1180,131,2,NO,0.7,12,2025-11-18T19:21:03.593593
1181,297,10,NO,0.71,5,2025-11-17T00:13:03.593593
1182,209,8,NO,0.81,20,2025-11-19T05:47:03.593593
1183,85,3,YES,0.23,19,2025-11-18T08:34:03.593593
1184,286,1,YES,0.83,21,2025-11-18T18:42:03.593593
1185,73,7,YES,0.66,21,2025-11-17T11:35:03.593593
1186,18,5,NO,0.59,21,2025-11-16T23:52:03.593593
1187,110,6,NO,0.95,23,2025-11-17T13:06:03.593593
1188,269,9,NO,0.72,5,2025-11-17T21:31:03.593593
1189,126,9,NO,0.75,3,2025-11-19T06:20:03.593593
1190,62,5,NO,0.34,20,2025-11-18T00:21:03.593593
1191,68,2,NO,0.13,11,2025-11-18T07:19:03.593593
1192,7,7,YES,0.71,18,2025-11-18T08:49:03.593593
1193,180,6,NO,0.31,2,2025-11-17T23:16:03.593593
1194,176,7,NO,0.71,9,2025-11-16T18:46:03.593593
1195,171,7,NO,0.11,21,2025-11-16T21:56:03.593593
1196,28,5,YES,0.69,7,2025-11-17T04:14:03.593593
1197,278,8,NO,0.19,2,2025-11-17T14:33:03.593593
1198,117,3,YES,0.2,14,2025-11-18T19:24:03.593593
1199,108,9,NO,0.91,16,2025-11-17T00:09:03.593593
1200,173,5,NO,0.81,16,2025-11-17T18:16:03.593593
1201,247,2,YES,0.76,17,2025-11-18T13:04:03.593593
1202,132,3,NO,0.79,10,2025-11-16T19:53:03.593593
1203,171,6,YES,0.19,23,2025-11-17T21:58:03.593593
1204,7,3,YES,0.43,23,2025-11-18T07:10:03.593593
1205,227,10,NO,0.87,25,2025-11-17T04:42:03.593593
1206,268,10,YES,0.45,3,2025-11-17T03:56:03.593593
1207,12,1,NO,0.61,22,2025-11-18T23:49:03.593593
1208,151,5,NO,0.21,15,2025-11-19T09:50:03.593593
1209,49,1,YES,0.16,19,2025-11-18T04:15:03.593593
1210,30,3,YES,0.69,25,2025-11-17T09:32:03.593593
1211,232,10,YES,0.37,24,2025-11-18T08:41:03.593593
1212,264,6,NO,0.17,21,2025-11-19T02:16:03.593593
1213,31,10,YES,0.47,6,2025-11-17T16:30:03.593593
1214,286,2,NO,0.44,16,2025-11-17T13:06:03.593593
1215,26,2,NO,0.11,4,2025-11-17T09:06:03.593593
1216,200,8,YES,0.71,18,2025-11-18T05:05:03.593593
1217,147,10,NO,0.65,16,2025-11-18T19:19:03.593593
1218,224,2,YES,0.15,10,2025-11-18T15:33:03.593593
1219,200,5,YES,0.26,21,2025-11-18T16:45:03.593593
1220,97,4,NO,0.26,9,2025-11-18T05:36:03.593593
1221,97,2,NO,0.73,14,2025-11-19T00:28:03.593593
1222,184,2,NO,0.7,2,2025-11-16T19:22:03.593593
1223,81,10,NO,0.67,16,2025-11-19T10:36:03.593593
1224,165,8,NO,0.92,16,2025-11-18T11:46:03.593593
1225,196,9,NO,0.73,13,2025-11-17T12:58:03.593593
1226,116,8,NO,0.83,21,2025-11-18T21:05:03.593593
1227,127,3,YES,0.12,9,2025-11-18T20:13:03.593593
1228,16,5,NO,0.15,13,2025-11-19T12:21:03.593593
1229,38,1,YES,0.52,14,2025-11-16T14:10:03.593593
1230,298,6,NO,0.29,19,2025-11-17T14:57:03.593593
1231,104,5,YES,0.89,15,2025-11-18T13:21:03.593593
1232,260,5,YES,0.18,10,2025-11-19T01:44:03.593593
1233,16,6,NO,0.07,8,2025-11-16T21:26:03.593593
1234,106,7,NO,0.66,18,2025-11-18T16:25:03.593593
1235,76,8,YES,0.91,12,2025-11-16T23:03:03.593593
1236,194,4,NO,0.91,13,2025-11-17T01:12:03.593593
1237,100,3,NO,0.92,8,2025-11-17T16:46:03.593593
1238,116,10,YES,0.93,17,2025-11-17T18:26:03.593593
1239,157,5,YES,0.12,7,2025-11-18T21:55:03.593593
1240,276,10,YES,0.91,25,2025-11-16T16:57:03.593593
1241,63,9,YES,0.9,23,2025-11-17T09:08:03.593593
1242,239,4,NO,0.77,4,2025-11-19T02:25:03.593593
1243,92,8,YES,0.92,19,2025-11-16T20:32:03.593593
1244,140,9,YES,0.18,2,2025-11-16T20:59:03.593593
1245,75,5,YES,0.13,10,2025-11-18T00:53:03.593593
1246,211,4,NO,0.54,14,2025-11-18T12:16:03.593593
1247,162,4,NO,0.85,15,2025-11-17T06:45:03.593593
1248,90,8,YES,0.47,23,2025-11-18T18:59:03.593593
1249,174,7,NO,0.5,14,2025-11-18T04:14:03.593593
1250,89,9,YES,0.17,15,2025-11-16T16:39:03.593593
1251,244,3,YES,0.32,18,2025-11-19T13:26:03.593593
1252,18,4,NO,0.17,3,2025-11-17T11:50:03.593593
1253,287,8,NO,0.43,15,2025-11-18T17:44:03.593593
1254,215,10,NO,0.7,7,2025-11-16T21:54:03.593593
1255,298,7,NO,0.47,11,2025-11-17T19:13:03.593593
1256,274,1,YES,0.45,9,2025-11-17T16:38:03.593593
1257,60,2,YES,0.49,6,2025-11-18T08:02:03.593593
1258,73,10,YES,0.48,23,2025-11-17T16:07:03.593593
1259,240,3,NO,0.55,21,2025-11-18T00:31:03.593593
1260,275,9,YES,0.52,23,2025-11-16T17:54:03.593593
1261,213,7,NO,0.57,20,2025-11-18T17:57:03.593593
1262,37,7,NO,0.89,11,2025-11-17T20:15:03.593593
1263,148,6,YES,0.11,10,2025-11-17T18:55:03.593593
1264,253,1,NO,0.23,12,2025-11-17T05:13:03.593593
1265,295,2,YES,0.43,11,2025-11-18T15:17:03.593593
1266,2,7,YES,0.83,5,2025-11-17T12:54:03.593593
1267,117,5,NO,0.55,19,2025-11-18T00:41:03.593593
1268,19,5,NO,0.14,25,2025-11-17T19:59:03.593593
1269,298,9,YES,0.38,14,2025-11-17T08:01:03.593593
1270,197,1,NO,0.48,4,2025-11-19T08:44:03.593593
1271,97,1,YES,0.46,3,2025-11-18T04:23:03.593593
1272,205,8,YES,0.35,10,2025-11-17T17:56:03.593593
1273,28,9,YES,0.1,2,2025-11-19T04:20:03.593593
1274,150,8,YES,0.15,17,2025-11-16T23:54:03.593593
1275,299,1,NO,0.47,25,2025-11-18T02:03:03.593593
1276,136,10,NO,0.62,15,2025-11-18T21:40:03.593593
1277,49,7,YES,0.31,25,2025-11-18T16:23:03.593593
1278,16,6,YES,0.69,2,2025-11-17T12:40:03.593593
1279,132,2,YES,0.12,2,2025-11-18T23:30:03.593593
1280,235,4,YES,0.47,25,2025-11-17T05:13:03.593593
1281,205,7,YES,0.32,5,2025-11-17T21:55:03.593593
1282,70,2,YES,0.94,8,2025-11-19T12:28:03.593593
1283,174,9,YES,0.54,18,2025-11-18T06:34:03.593593
1284,59,8,YES,0.6,22,2025-11-18T10:18:03.593593
1285,293,7,YES,0.41,22,2025-11-17T08:00:03.593593
1286,124,3,NO,0.77,9,2025-11-18T16:22:03.593593
1287,202,10,YES,0.93,10,2025-11-18T08:36:03.593593
1288,134,6,NO,0.35,6,2025-11-17T17:36:03.593593
1289,87,4,YES,0.33,15,2025-11-18T21:16:03.593593
1290,98,9,YES,0.29,10,2025-11-17T20:31:03.593593
1291,161,7,NO,0.06,2,2025-11-17T00:09:03.593593
1292,64,1,NO,0.55,11,2025-11-18T23:09:03.593593
1293,210,7,NO,0.58,7,2025-11-19T01:29:03.593593
1294,139,4,NO,0.29,17,2025-11-18T17:07:03.593593
1295,27,4,NO,0.91,6,2025-11-18T19:22:03.593593
1296,51,2,YES,0.89,16,2025-11-17T20:11:03.593593
1297,111,2,YES,0.46,14,2025-11-19T03:34:03.593593
1298,286,3,YES,0.6,8,2025-11-17T05:37:03.593593
1299,79,8,YES,0.48,17,2025-11-16T14:43:03.593593
1300,209,7,YES,0.9,11,2025-11-18T03:19:03.593593
1301,204,9,NO,0.56,18,2025-11-17T15:56:03.593593
1302,260,3,NO,0.9,14,2025-11-18T10:14:03.593593
1303,270,2,YES,0.76,16,2025-11-17T01:53:03.593593
1304,278,7,NO,0.25,1,2025-11-17T09:32:03.593593
1305,107,3,YES,0.82,1,2025-11-19T04:30:03.593593
1306,208,7,NO,0.41,19,2025-11-19T07:01:03.593593
1307,285,2,NO,0.24,12,2025-11-18T06:22:03.593593
1308,149,2,NO,0.58,16,2025-11-17T13:47:03.593593
1309,4,2,NO,0.31,18,2025-11-18T00:01:03.593593
1310,259,1,NO,0.32,23,2025-11-16T16:59:03.593593
1311,270,4,NO,0.81,19,2025-11-19T06:29:03.593593
1312,229,8,NO,0.58,21,2025-11-16T15:20:03.593593
1313,104,9,YES,0.26,15,2025-11-17T18:12:03.593593
1314,148,3,NO,0.31,15,2025-11-18T10:53:03.593593
1315,86,6,NO,0.68,16,2025-11-18T13:25:03.593593
1316,23,6,NO,0.31,13,2025-11-19T01:45:03.593593
1317,156,8,NO,0.1,20,2025-11-17T02:57:03.593593
1318,17,3,YES,0.69,25,2025-11-19T06:19:03.593593
1319,154,9,NO,0.2,3,2025-11-19T10:57:03.593593
1320,68,4,YES,0.34,13,2025-11-17T15:07:03.593593
1321,136,3,YES,0.44,15,2025-11-18T23:49:03.593593
1322,11,3,NO,0.91,21,2025-11-16T20:51:03.593593
1323,2,2,NO,0.24,9,2025-11-18T14:44:03.593593
1324,49,1,YES,0.72,21,2025-11-19T07:49:03.593593
1325,112,6,YES,0.27,8,2025-11-18T14:23:03.593593
1326,109,2,YES,0.88,9,2025-11-19T13:37:03.593593
1327,219,9,YES,0.07,20,2025-11-17T14:02:03.593593
1328,269,9,NO,0.44,19,2025-11-19T09:38:03.593593
1329,96,2,YES,0.77,17,2025-11-17T21:48:03.593593
1330,83,9,NO,0.79,21,2025-11-18T20:40:03.593593
1331,237,1,YES,0.92,1,2025-11-18T02:53:03.593593
1332,294,3,YES,0.61,1,2025-11-18T13:40:03.593593
1333,205,9,YES,0.42,2,2025-11-18T17:04:03.593593
1334,126,2,YES,0.53,19,2025-11-19T05:00:03.593593
1335,23,7,YES,0.55,9,2025-11-16T15:01:03.593593
1336,270,1,NO,0.73,17,2025-11-18T10:08:03.593593
1337,63,7,NO,0.45,10,2025-11-18T02:03:03.593593
1338,147,3,NO,0.95,13,2025-11-18T14:35:03.593593
